gtin,brand,supplier_assigned_id,gpc_code,gpc_name,target_country,country_of_origin,description_short_sv,functional_name_sv,regulated_product_name_sv,size_descriptive,net_content,width_mm,height_mm,depth_mm,gross_weight_g,vat_rate,sales_condition_code,minimum_age,is_otc,alcohol_abv,ingredients_sv,allergens,marketing_text_sv,keywords_sv,primary_image,all_image_urls
05711953041914,Yoggi®,,10000191,Mjölkbaserade drycker - drickfärdiga (färskvaror),752,528,Yalla Drickyoghurt mango/banan/apelsin,Drickyoghurt,,350 ml,350,65,149,65,389,12,,,False,,"MJÖLK, socker (3,7%), mango (3,1%), banan (2%), apelsin (1,2%), majsstärkelse, citronjuice, naturlig arom, yoghurtkultur.",AM(CONTAINS),"Yalla Drickyoghurt Mango & Banan & Apelsin släcker törsten och mättar. Yalla drickyoghurt är rik på frukt, inga färgämnen, inga konserveringsmedel. Snabbt skruvlock, drick i farten.","drickyoghurt, mellanmål, mellis, mango, banan, apelsin",https://images.arla.com/filename/05711953041914_C1C1.PNG,https://images.arla.com/filename/05711953041914_C1C1.PNG | https://images.arla.com/filename/05711953041914_C1C1.JPG | https://images.arla.com/filename/05711953041914_C1C1.TIF
